Shift (m), Intensity (a.u.)
-6.001600426780474281e-07,1.771030933637536878e-08
-5.997599359829287900e-07,1.770216992820037530e-08
-5.993598292878100462e-07,1.769400948528650917e-08
-5.989597225926914082e-07,1.768557785237383195e-08
-5.985596158975726643e-07,1.767721550570579354e-08
-5.981595092024540263e-07,1.766879734068819790e-08
-5.977594025073352824e-07,1.766036578762571697e-08
-5.973592958122165385e-07,1.765188426828783027e-08
-5.969591891170979005e-07,1.764319987441420558e-08
-5.965590824219791566e-07,1.763448356939013139e-08
-5.961589757268605186e-07,1.762577710699587198e-08
-5.957588690317417747e-07,1.761688563764989465e-08
-5.953587623366231367e-07,1.760782817073007447e-08
-5.949586556415043928e-07,1.759858385549890628e-08
-5.945585489463856489e-07,1.758934171586360455e-08
-5.941584422512670109e-07,1.757992167293144332e-08
-5.937583355561482671e-07,1.757029786370408417e-08
-5.933582288610296291e-07,1.756047850124471665e-08
-5.929581221659108852e-07,1.755056420019060509e-08
-5.925580154707922472e-07,1.754081329877612648e-08
-5.921579087756735033e-07,1.753118348931778018e-08
-5.917578020805547594e-07,1.752153583308501486e-08
-5.913576953854361214e-07,1.751175745266157060e-08
-5.909575886903173775e-07,1.750159689278394338e-08
-5.905574819951987395e-07,1.749121147062425600e-08
-5.901573753000799956e-07,1.748097102127222680e-08
-5.897572686049613576e-07,1.747081681768861144e-08
-5.893571619098426137e-07,1.746063348340803469e-08
-5.889570552147239757e-07,1.745027956414204524e-08
-5.885569485196052318e-07,1.743969161270304935e-08
-5.881568418244864880e-07,1.742901476305190157e-08
-5.877567351293678500e-07,1.741827224573449010e-08
-5.873566284342491061e-07,1.740762676260769043e-08
-5.869565217391304681e-07,1.739692541594146406e-08
-5.865564150440117242e-07,1.738623708103872952e-08
-5.861563083488930862e-07,1.737540427104770902e-08
-5.857562016537743423e-07,1.736451610703915804e-08
-5.853560949586555984e-07,1.735344050071938879e-08
-5.849559882635369604e-07,1.734221704833366244e-08
-5.845558815684182165e-07,1.733095703863239286e-08
-5.841557748732995785e-07,1.731984529887765907e-08
-5.837556681781808346e-07,1.730867748880128586e-08
-5.833555614830621966e-07,1.729728707791753988e-08
-5.829554547879434527e-07,1.728574092967225752e-08
-5.825553480928247089e-07,1.727412680289301828e-08
-5.821552413977060709e-07,1.726257800852959691e-08
-5.817551347025873270e-07,1.725112904672330833e-08
-5.813550280074686890e-07,1.723960049920493143e-08
-5.809549213123499451e-07,1.722821009028112043e-08
-5.805548146172313071e-07,1.721688526595004918e-08
-5.801547079221125632e-07,1.720543576215587568e-08
-5.797546012269938193e-07,1.719394035717071457e-08
-5.793544945318751813e-07,1.718227409086752332e-08
-5.789543878367564374e-07,1.717044863977421043e-08
-5.785542811416377994e-07,1.715863454601043194e-08
-5.781541744465190555e-07,1.714679135685567964e-08
-5.777540677514004175e-07,1.713489132385239254e-08
-5.773539610562816736e-07,1.712291065059692927e-08
-5.769538543611629298e-07,1.711103047247737660e-08
-5.765537476660442918e-07,1.709911890350912148e-08
-5.761536409709255479e-07,1.708715840938897007e-08
-5.757535342758069099e-07,1.707538530373345432e-08
-5.753534275806881660e-07,1.706377899336295638e-08
-5.749533208855695280e-07,1.705221968223048787e-08
-5.745532141904507841e-07,1.704072151010315663e-08
-5.741531074953320402e-07,1.702917479595752132e-08
-5.737530008002134022e-07,1.701763220973830385e-08
-5.733528941050946583e-07,1.700628077562235908e-08
-5.729527874099760203e-07,1.699509683647924609e-08
-5.725526807148572764e-07,1.698378185628716411e-08
-5.721525740197386384e-07,1.697242281773124888e-08
-5.717524673246198945e-07,1.696112500691384583e-08
-5.713523606295011507e-07,1.695021115656784042e-08
-5.709522539343825127e-07,1.693937912006996634e-08
-5.705521472392637688e-07,1.692823755088052042e-08
-5.701520405441451308e-07,1.691716644992060340e-08
-5.697519338490263869e-07,1.690592524636245950e-08
-5.693518271539077489e-07,1.689468505283629290e-08
-5.689517204587890050e-07,1.688339222786395843e-08
-5.685516137636702611e-07,1.687188704237355195e-08
-5.681515070685516231e-07,1.686019845066335385e-08
-5.677514003734328792e-07,1.684839306992141432e-08
-5.673512936783142412e-07,1.683652998061004227e-08
-5.669511869831954973e-07,1.682458834397626274e-08
-5.665510802880768593e-07,1.681259291864776187e-08
-5.661509735929581154e-07,1.680077923933351193e-08
-5.657508668978393716e-07,1.678891592866680140e-08
-5.653507602027207336e-07,1.677709267824777376e-08
-5.649506535076019897e-07,1.676532297370261672e-08
-5.645505468124833517e-07,1.675358131128448349e-08
-5.641504401173646078e-07,1.674193520292154682e-08
-5.637503334222459698e-07,1.673040730199488242e-08
-5.633502267271272259e-07,1.671917630551838389e-08
-5.629501200320084820e-07,1.670795203698359033e-08
-5.625500133368898440e-07,1.669678436360602305e-08
-5.621499066417711001e-07,1.668573673239280813e-08
-5.617497999466524621e-07,1.667476894128338616e-08
-5.613496932515337182e-07,1.666385554919767680e-08
-5.609495865564150802e-07,1.665305394886192864e-08
-5.605494798612963363e-07,1.664244204401223197e-08
-5.601493731661775925e-07,1.663199706141396702e-08
-5.597492664710589545e-07,1.662157882888203972e-08
-5.593491597759402106e-07,1.661123165773396092e-08
-5.589490530808215726e-07,1.660115731406838320e-08
-5.585489463857028287e-07,1.659109933930779776e-08
-5.581488396905841907e-07,1.658134353543619247e-08
-5.577487329954654468e-07,1.657156203754299212e-08
-5.573486263003467029e-07,1.656198088060072721e-08
-5.569485196052280649e-07,1.655238331363539048e-08
-5.565484129101093210e-07,1.654282024311811314e-08
-5.561483062149906830e-07,1.653325407482332850e-08
-5.557481995198719391e-07,1.652347301507098958e-08
-5.553480928247533011e-07,1.651349319767839064e-08
-5.549479861296345572e-07,1.650330799983665286e-08
-5.545478794345159192e-07,1.649334954266100109e-08
-5.541477727393971753e-07,1.648348564827666140e-08
-5.537476660442784315e-07,1.647343785552834527e-08
-5.533475593491597935e-07,1.646331498154379835e-08
-5.529474526540410496e-07,1.645318172701704743e-08
-5.525473459589224116e-07,1.644322273210257211e-08
-5.521472392638036677e-07,1.643359669357977375e-08
-5.517471325686850297e-07,1.642414142360182938e-08
-5.513470258735662858e-07,1.641469725380973452e-08
-5.509469191784475419e-07,1.640521587464910592e-08
-5.505468124833289039e-07,1.639582297441526051e-08
-5.501467057882101600e-07,1.638646066043621756e-08
-5.497465990930915220e-07,1.637707436962610548e-08
-5.493464923979727781e-07,1.636754421985919866e-08
-5.489463857028541401e-07,1.635789551608303948e-08
-5.485462790077353962e-07,1.634822592468082228e-08
-5.481461723126166524e-07,1.633866171661029752e-08
-5.477460656174980144e-07,1.632904332012482362e-08
-5.473459589223792705e-07,1.631963216248883667e-08
-5.469458522272606325e-07,1.631039762530588965e-08
-5.465457455321418886e-07,1.630123889452222460e-08
-5.461456388370232506e-07,1.629212481789920376e-08
-5.457455321419044008e-07,1.628308000452818518e-08
-5.453454254467857628e-07,1.627432123641889674e-08
-5.449453187516671248e-07,1.626555688845165957e-08
-5.445452120565484868e-07,1.625677754818065163e-08
-5.441451053614296370e-07,1.624806591065483453e-08
-5.437449986663109990e-07,1.623939647150173500e-08
-5.433448919711923610e-07,1.623098942682345042e-08
-5.429447852760735113e-07,1.622265678746368957e-08
-5.425446785809548733e-07,1.621439353185468255e-08
-5.421445718858362353e-07,1.620616774245816690e-08
-5.417444651907175973e-07,1.619797128064375824e-08
-5.413443584955987475e-07,1.618974824055216940e-08
-5.409442518004801095e-07,1.618160923342988911e-08
-5.405441451053614715e-07,1.617360158912194149e-08
-5.401440384102426217e-07,1.616567547357099189e-08
-5.397439317151239837e-07,1.615780091604474878e-08
-5.393438250200053457e-07,1.615010443817736896e-08
-5.389437183248867077e-07,1.614275341268819472e-08
-5.385436116297678579e-07,1.613552143007879773e-08
-5.381435049346492199e-07,1.612853552543890827e-08
-5.377433982395305819e-07,1.612169412353324257e-08
-5.373432915444119439e-07,1.611493114938569541e-08
-5.369431848492930942e-07,1.610840724993857952e-08
-5.365430781541744562e-07,1.610189105179672566e-08
-5.361429714590558182e-07,1.609537739206593906e-08
-5.357428647639369684e-07,1.608898750904842647e-08
-5.353427580688183304e-07,1.608276910663356831e-08
-5.349426513736996924e-07,1.607660775468831297e-08
-5.345425446785810544e-07,1.607053374596801883e-08
-5.341424379834622046e-07,1.606460517070954953e-08
-5.337423312883435666e-07,1.605870671953389916e-08
-5.333422245932249286e-07,1.605300228011773521e-08
-5.329421178981060788e-07,1.604748755584678762e-08
-5.325420112029874408e-07,1.604205314101992400e-08
-5.321419045078688028e-07,1.603689327496224938e-08
-5.317417978127501648e-07,1.603186714977366756e-08
-5.313416911176313151e-07,1.602701940322194930e-08
-5.309415844225126771e-07,1.602220171054190992e-08
-5.305414777273940391e-07,1.601756875720445750e-08
-5.301413710322751893e-07,1.601324138281746025e-08
-5.297412643371565513e-07,1.600895930062856119e-08
-5.293411576420379133e-07,1.600473102959930197e-08
-5.289410509469192753e-07,1.600050422993519281e-08
-5.285409442518004255e-07,1.599645387750624321e-08
-5.281408375566817875e-07,1.599254219035384585e-08
-5.277407308615631495e-07,1.598860856199612916e-08
-5.273406241664442997e-07,1.598474494850825699e-08
-5.269405174713256617e-07,1.598094132641553189e-08
-5.265404107762070237e-07,1.597727836769336017e-08
-5.261403040810883857e-07,1.597381161747963408e-08
-5.257401973859695360e-07,1.597046918472159763e-08
-5.253400906908508980e-07,1.596729204094431907e-08
-5.249399839957322600e-07,1.596413816124959685e-08
-5.245398773006134102e-07,1.596118655505651425e-08
-5.241397706054947722e-07,1.595844023813976716e-08
-5.237396639103761342e-07,1.595597859374654488e-08
-5.233395572152574962e-07,1.595369464810591313e-08
-5.229394505201386464e-07,1.595147651676260969e-08
-5.225393438250200084e-07,1.594945757821651922e-08
-5.221392371299013704e-07,1.594756751363002509e-08
-5.217391304347825206e-07,1.594574252671815046e-08
-5.213390237396638826e-07,1.594420483228843220e-08
-5.209389170445452446e-07,1.594276963706124689e-08
-5.205388103494266066e-07,1.594142956247272299e-08
-5.201387036543077569e-07,1.594021664968687528e-08
-5.197385969591891189e-07,1.593902120727119697e-08
-5.193384902640704809e-07,1.593798594485523255e-08
-5.189383835689516311e-07,1.593714353910700506e-08
-5.185382768738329931e-07,1.593638969964091564e-08
-5.181381701787143551e-07,1.593547385206406023e-08
-5.177380634835957171e-07,1.593454307522388761e-08
-5.173379567884768673e-07,1.593366623691894521e-08
-5.169378500933582293e-07,1.593312011245969389e-08
-5.165377433982395913e-07,1.593266092329815794e-08
-5.161376367031207415e-07,1.593214141266577836e-08
-5.157375300080021035e-07,1.593162270992353409e-08
-5.153374233128834655e-07,1.593114696727366387e-08
-5.149373166177648275e-07,1.593082608172567908e-08
-5.145372099226459778e-07,1.593048863731719251e-08
-5.141371032275273398e-07,1.593009286718383849e-08
-5.137369965324087017e-07,1.592974446222826705e-08
-5.133368898372898520e-07,1.592945955609256238e-08
-5.129367831421712140e-07,1.592933093123889719e-08
-5.125366764470525760e-07,1.592931684706510940e-08
-5.121365697519339380e-07,1.592941330230266994e-08
-5.117364630568150882e-07,1.592951968950632897e-08
-5.113363563616964502e-07,1.592962851814745928e-08
-5.109362496665778122e-07,1.592994475199243900e-08
-5.105361429714589624e-07,1.593052645336617604e-08
-5.101360362763403244e-07,1.593109829519334486e-08
-5.097359295812216864e-07,1.593154085936308569e-08
-5.093358228861030484e-07,1.593205912611966777e-08
-5.089357161909841987e-07,1.593279129942193222e-08
-5.085356094958655607e-07,1.593359827193445162e-08
-5.081355028007469226e-07,1.593442254408330659e-08
-5.077353961056280729e-07,1.593521116848267289e-08
-5.073352894105094349e-07,1.593605431264834297e-08
-5.069351827153907969e-07,1.593685295920617046e-08
-5.065350760202721589e-07,1.593760491687602798e-08
-5.061349693251533091e-07,1.593870354567634211e-08
-5.057348626300346711e-07,1.593981228709918249e-08
-5.053347559349160331e-07,1.594101069694071424e-08
-5.049346492397971833e-07,1.594226862770712037e-08
-5.045345425446785453e-07,1.594357220962508980e-08
-5.041344358495599073e-07,1.594469933059589540e-08
-5.037343291544412693e-07,1.594583854282407250e-08
-5.033342224593224196e-07,1.594681298464466950e-08
-5.029341157642037816e-07,1.594782597926659459e-08
-5.025340090690851435e-07,1.594897697696610237e-08
-5.021339023739662938e-07,1.595013888917470403e-08
-5.017337956788476558e-07,1.595120208212021802e-08
-5.013336889837290178e-07,1.595241520900137232e-08
-5.009335822886103798e-07,1.595362694066361026e-08
-5.005334755934915300e-07,1.595477025725213395e-08
-5.001333688983728920e-07,1.595611996253191376e-08
-4.997332622032542540e-07,1.595762857433219558e-08
-4.993331555081354042e-07,1.595897636641496158e-08
-4.989330488130167662e-07,1.596013519658781915e-08
-4.985329421178981282e-07,1.596146967351766938e-08
-4.981328354227794902e-07,1.596307895100994113e-08
-4.977327287276606405e-07,1.596468542625818017e-08
-4.973326220325420025e-07,1.596637366299859374e-08
-4.969325153374233644e-07,1.596832802956984056e-08
-4.965324086423045147e-07,1.597025201430104057e-08
-4.961323019471858767e-07,1.597218953122649979e-08
-4.957321952520672387e-07,1.597419203843574420e-08
-4.953320885569486007e-07,1.597633232236295555e-08
-4.949319818618297509e-07,1.597837066248776942e-08
-4.945318751667111129e-07,1.598056040639817731e-08
-4.941317684715924749e-07,1.598290546900474793e-08
-4.937316617764736251e-07,1.598511976474501206e-08
-4.933315550813549871e-07,1.598743097299410271e-08
-4.929314483862363491e-07,1.598972240645889135e-08
-4.925313416911177111e-07,1.599218279159424081e-08
-4.921312349959988614e-07,1.599451366569868359e-08
-4.917311283008802234e-07,1.599688611966236043e-08
-4.913310216057615853e-07,1.599931277313165200e-08
-4.909309149106427356e-07,1.600174780497168863e-08
-4.905308082155240976e-07,1.600409554446941294e-08
-4.901307015204054596e-07,1.600649715894939610e-08
-4.897305948252868216e-07,1.600899325220325838e-08
-4.893304881301679718e-07,1.601135563019602752e-08
-4.889303814350493338e-07,1.601366757850844503e-08
-4.885302747399306958e-07,1.601605594022266205e-08
-4.881301680448118460e-07,1.601847838730427830e-08
-4.877300613496932080e-07,1.602082199666533501e-08
-4.873299546545745700e-07,1.602319820406983211e-08
-4.869298479594559320e-07,1.602556637592507515e-08
-4.865297412643370823e-07,1.602786592612550530e-08
-4.861296345692184442e-07,1.602996719937034490e-08
-4.857295278740998062e-07,1.603218280255180547e-08
-4.853294211789809565e-07,1.603436425248748197e-08
-4.849293144838623185e-07,1.603679002973225190e-08
-4.845292077887436805e-07,1.603901914311190247e-08
-4.841291010936250425e-07,1.604113996556436138e-08
-4.837289943985061927e-07,1.604323100392443365e-08
-4.833288877033875547e-07,1.604524809493203355e-08
-4.829287810082689167e-07,1.604741255473368963e-08
-4.825286743131500669e-07,1.604964908225239371e-08
-4.821285676180314289e-07,1.605195531316204932e-08
-4.817284609229127909e-07,1.605436353182451784e-08
-4.813283542277941529e-07,1.605670702007977829e-08
-4.809282475326753032e-07,1.605894168703880575e-08
-4.805281408375566651e-07,1.606116484952845192e-08
-4.801280341424380271e-07,1.606340327699788146e-08
-4.797279274473191774e-07,1.606566456542050067e-08
-4.793278207522005394e-07,1.606781542270693440e-08
-4.789277140570819014e-07,1.607006755298794693e-08
-4.785276073619632634e-07,1.607226155843048890e-08
-4.781275006668444136e-07,1.607434289696579298e-08
-4.777273939717257756e-07,1.607614875086617201e-08
-4.773272872766071376e-07,1.607783543308722839e-08
-4.769271805814882878e-07,1.607972169587415349e-08
-4.765270738863696498e-07,1.608167895247846877e-08
-4.761269671912510118e-07,1.608355192305814734e-08
-4.757268604961323738e-07,1.608529244941361450e-08
-4.753267538010135241e-07,1.608684632492537321e-08
-4.749266471058948860e-07,1.608853483974921799e-08
-4.745265404107762480e-07,1.609015934622256805e-08
-4.741264337156573983e-07,1.609168852238815388e-08
-4.737263270205387603e-07,1.609327816226575414e-08
-4.733262203254201223e-07,1.609473354360215811e-08
-4.729261136303014843e-07,1.609603738930528857e-08
-4.725260069351826345e-07,1.609742240244904766e-08
-4.721259002400639965e-07,1.609885242160175555e-08
-4.717257935449453585e-07,1.610039910992115636e-08
-4.713256868498265087e-07,1.610171042456341402e-08
-4.709255801547078707e-07,1.610302735997931862e-08
